pub_id,book_ID,Address,Name
99-306-0025,3717018361,365 Del Mar Plaza,Kohrt
70-659-0402,0315961996,53597 Pearson Park,Morales
44-425-0242,3635949477,9 Ramsey Alley,Adamec
48-321-2266,5178937414,43 8th Avenue,Hanney
08-058-8617,7396182654,08778 Washington Road,Van
01-575-2125,2157885587,26 Southridge Plaza,MacKeller
41-302-9556,9661964572,42642 Coolidge Place,Pitcock
64-573-7143,9552184827,3 Forest Point,Schachter
98-282-6850,4344607112,46 Rockefeller Way,Williment
82-077-9667,5823509839,1382 Westend Court,Folbig
92-423-7783,0398809895,02731 Upham Junction,Hearley
51-823-4504,0983375313,6 Pleasure Drive,Growy
81-074-6200,7874234634,811 Spohn Park,Godsil
46-774-3958,3246737436,29 Londonderry Center,Cockburn
01-799-8960,3447074817,2 Holy Cross Trail,Sparrowhawk
46-938-6115,1437746209,45 Cherokee Avenue,Schole
51-970-0944,4721071183,1287 Green Ridge Plaza,Issacson
62-128-5816,5861780471,3397 Elka Trail,Boys
24-016-4002,4892078654,8 Commercial Street,Sproston
62-607-7787,4721780451,65348 Shelley Park,Atling
67-872-5765,7626069250,6 Pond Lane,Forstall
04-917-7102,9012498627,4 Monterey Pass,Sambrok
50-306-0615,1511971126,269 Kinsman Point,Kinsett
19-445-1545,9488558059,053 Sommers Road,Falkus
88-156-6254,3338096925,7969 Towne Hill,Crosswaite
71-213-4260,5183545030,666 Monterey Park,Pes
94-846-5252,5094396099,8 Logan Center,MacMillan
61-895-0243,1902068866,3065 Burrows Junction,Oloshkin
10-054-4706,2909047636,07883 Manley Street,Riddoch
60-333-7512,1603190988,2 Birchwood Drive,Benns
99-902-0341,3211489061,4 Westridge Lane,Glader
04-632-7344,5643720108,19 8th Crossing,Grafton-Herbert
88-117-3323,2905065508,7 Crescent Oaks Drive,Fozard
37-929-9372,5895550746,68 Veith Pass,Merriment
47-407-6371,7763064943,316 Badeau Terrace,Thomelin
26-041-8164,2635326541,8 Victoria Drive,Massow
93-690-5324,5051724922,4675 Ohio Court,Reedick
05-255-8050,7226333775,6105 Marcy Pass,Jindrak
06-416-9765,7389888806,64 Lillian Avenue,Haw
60-094-9925,8762013092,3285 Manitowish Center,Ramshaw
60-067-4300,9736992535,0339 Dunning Junction,Dumbelton
58-599-3442,3023393680,4561 Clarendon Lane,Newbury
81-702-4347,7380560581,67 Tennessee Place,Trembath
66-863-6652,6896066164,6 Commercial Trail,Dominguez
22-875-6067,4616043221,128 Kim Parkway,Gimber
21-793-1257,8941609313,02677 Vera Court,Paur
06-257-0098,9523875434,4 Esker Way,Tomczak
12-232-5139,8311400237,86478 Crownhardt Park,Hazel
27-275-9340,8504393240,875 Pennsylvania Pass,Orhtmann
98-951-9588,6660143521,79 3rd Lane,Mulvihill
27-526-3552,9711698773,6315 Ohio Place,Cribbins
70-789-7764,3358935876,7 Mayer Hill,Hazeldean
06-552-6750,5891242249,944 Debra Trail,Mooney
25-373-7324,6543262400,9649 Lyons Lane,Aberchirder
87-951-8927,7818559280,69 Doe Crossing Plaza,Joddens
60-766-9282,3857219572,85 Oak Street,Jurca
14-615-6844,8897482619,4748 Arizona Hill,Lovie
80-489-6391,7957393268,51023 Golf Course Junction,Bromet
38-292-3605,5615160977,0 Namekagon Point,Klaaassen
94-112-5241,2152323270,90 Rutledge Street,Semarke
68-667-5279,4210192112,16428 Sunbrook Alley,Geeson
47-655-1318,5074171946,09816 Oriole Street,Sommerton
57-899-0599,9808527582,1138 Clarendon Lane,Shafto
90-454-4631,4997490059,17 Hansons Hill,Sambiedge
14-106-0371,6841066456,4811 Sycamore Center,Trethewey
13-355-1252,8711685573,2147 Duke Place,Hiddersley
18-729-2946,2007418479,60847 Jana Crossing,Thorald
76-778-2315,1190014882,1 Mcbride Way,Dunthorn
71-679-2691,0834898101,70257 Eastlawn Lane,Mc Queen
81-526-7491,2696570329,0 Hanover Trail,Teall
37-304-5193,8191778998,500 Pawling Terrace,Welham
44-863-1499,5218365548,3085 Veith Trail,Cromb
15-551-2181,4002818896,17230 Chive Way,Hilling
65-112-0666,6940717366,733 Luster Park,Versey
85-822-9977,4769770030,1342 Macpherson Street,Dulen
77-270-1368,0245987355,312 Crescent Oaks Way,Thickett
98-736-8022,6756057324,64079 Westport Street,Labrom
72-985-9269,2722779447,921 Dexter Plaza,Lober
07-509-6595,2677437171,22722 Emmet Road,Kidsley
58-491-6608,7087962469,6 Loftsgordon Trail,Ewdale
36-778-1286,4783320241,63311 Ryan Street,Piletic
58-672-0302,8102047615,344 Granby Hill,Dulson
17-161-7328,3717018361,363 Kinsman Trail,Astie
02-735-7964,4302850078,4405 Rieder Terrace,Klug
52-060-1281,0786307072,2301 Fordem Center,Sharkey
20-260-8362,9985599616,112 Laurel Point,Chatterton
93-294-6814,8082351659,62 Red Cloud Trail,Bygrove
82-183-4234,8262305809,658 Kingsford Street,Raitie
30-561-0793,0637101553,14 Bashford Lane,McKeurtan
95-691-1975,0144892324,43 Fulton Court,Lapthorn
70-437-0221,2564066720,56 Westport Circle,Paulot
72-142-9813,4846174492,702 Shasta Plaza,Ilyushkin
17-909-2570,6905467391,9 Basil Street,Allred
57-641-5420,0318408430,1 Bashford Junction,Lydford
68-806-4014,2620806917,4656 Ryan Court,Smithend
27-510-4675,2561750612,154 Rockefeller Place,Cockitt
24-260-6931,8922315946,355 Sauthoff Crossing,Asplin
92-950-5290,5895550746,775 Westport Lane,Copestake
16-798-1543,6290293559,31813 Stone Corner Plaza,Lukock
26-836-2505,8836296947,602 Buena Vista Way,Mapowder
46-727-0381,2168442274,31 Crownhardt Trail,Snailham
50-618-1919,4723260382,2059 Heffernan Junction,Piatto
75-095-8124,4651957730,859 Mesta Point,Gorrissen
03-900-9814,6495753985,0406 Waubesa Trail,Kyles
89-333-1217,1497140129,2706 Delladonna Court,Canepe
64-747-0388,2138002667,90495 Carioca Center,Coleman
94-990-0043,7136013348,7 Nancy Pass,Seifenmacher
25-435-0326,8615213038,73 Spenser Pass,Postill
30-626-2596,7178156597,167 Pearson Center,Wollaston
48-245-6796,2628569876,2566 Shasta Alley,Di Biasio
54-762-0008,3879248214,6417 Bartillon Trail,Larter
65-858-0309,7937818425,0538 Sauthoff Pass,Seczyk
45-674-4562,6334322427,2817 Lerdahl Pass,Sherrard
26-820-6537,6920776057,7990 New Castle Park,Armor
56-403-9131,7226333775,4294 Annamark Place,Chsteney
75-093-0820,9948146808,5289 Burrows Plaza,Ezzle
80-136-7449,9937850592,9595 Loomis Way,Bruineman
11-518-9867,0605637067,155 Brentwood Center,Manz
18-152-2585,3674637235,3371 Cascade Plaza,Gornal
54-554-6322,1080856943,868 Moose Terrace,Sturt
73-859-1352,8498855896,268 Golf Hill,Slany
10-426-9803,8778958695,9657 Anderson Alley,Forsyth
17-348-0405,1677749598,307 Blue Bill Park Court,Chelsom
69-361-9707,5861780471,1475 Golf View Plaza,Hambridge
59-090-4161,5196641386,9409 Crescent Oaks Point,Aluard
29-736-9318,5962660609,7759 Cody Crossing,Dowe
66-100-0002,2537261909,632 Morning Crossing,Glassman
20-837-1836,9061987369,137 Canary Point,Simoes
93-551-5196,4882530686,32063 Center Pass,Kynge
86-630-9059,4452457258,19 Bayside Park,Claridge
35-891-8926,4892078654,11 Sutteridge Center,Standing
36-725-3809,9214577005,4 Manufacturers Avenue,Laister
30-244-1014,1081087005,69004 Ryan Way,Schustl
54-760-9131,2578861080,837 Oakridge Avenue,Bonwell
68-745-1049,4644554928,14 Ridgeway Center,Lethem
01-583-2177,8593920381,20 Norway Maple Trail,Landa
39-262-7003,1375750054,69545 Golf Course Hill,Roby
70-776-5035,6659992669,7 Continental Avenue,Guillet
37-239-8242,2961922526,65654 Independence Parkway,Geddis
90-576-4259,4943459277,8871 Larry Street,Lorans
63-190-1735,0176342052,4 Shopko Hill,Sturrock
47-395-6664,8711685573,55 Heffernan Point,Hupe
61-557-1209,0350166056,6 Armistice Junction,Fossord
67-765-4209,0246614374,52 Victoria Court,Kirwin
19-009-9463,1231896191,24 Warrior Terrace,Jenkins
04-034-1267,2823842837,215 Sloan Plaza,Forshaw
90-924-8910,2794838504,1509 Esker Lane,Dawney
51-821-9681,3088224263,9583 Esch Street,Wilbor
11-139-0697,3134304198,71 Anhalt Lane,Beazley
39-419-5835,6171896616,2 Kenwood Trail,Maken
53-040-1079,2815412977,3463 Esker Place,Jefferys
09-723-4515,0046076077,07 Spaight Crossing,McIlhatton
66-009-5985,3194201298,5 Claremont Drive,Slowgrave
96-398-7604,0726155659,20 Mandrake Point,Rozier
27-520-6940,9659213875,82 Brentwood Terrace,Pilgrim
38-953-4597,4799144405,0 Mcguire Hill,Wainwright
91-365-4592,2923028961,792 Shoshone Circle,Ricoald
85-861-4991,7341846151,36241 Ridgeway Circle,Body
99-032-0101,3908145309,423 Colorado Point,Melbury
80-826-2094,5417624756,56327 Ronald Regan Circle,Klaas
48-379-8217,2603748009,7998 Fulton Circle,Robbey
49-172-0367,2896370153,51 Susan Point,Loxton
26-132-8943,2249880255,3009 Spaight Street,Mandry
51-165-4335,6771651088,51326 Dryden Crossing,Fremantle
67-610-0174,3263082906,410 Lakewood Gardens Road,Kliemke
82-620-6904,1706245955,2 Old Gate Place,Cowitz
02-968-7102,5611954227,51295 Oriole Crossing,Erley
86-409-4619,5094396099,06 Division Way,Jack
11-704-4839,3722590337,887 Kingsford Pass,Blaik
05-674-1540,2036164226,186 Melody Parkway,Ennor
84-930-2238,3324260205,005 Texas Parkway,Havers
41-171-8211,1437746209,9 Rockefeller Center,Buncom
14-387-8484,9423359442,079 Harper Avenue,Sherston
61-386-1623,2956828479,9598 Ohio Road,Skain
67-705-4660,8493237884,3 Colorado Drive,Reuss
18-084-0535,0300069693,207 Sage Circle,Woodman
89-993-3919,1386461911,1 Eastwood Center,Kilgrew
09-512-8621,2499592036,0 Hovde Court,McCandie
25-554-1184,9565088465,05138 Prairieview Point,Brisley
74-582-8337,2043324683,382 International Trail,Linsley
20-599-1628,2454572524,81497 Ohio Pass,Breinlein
84-754-4712,1522587004,4753 Lake View Hill,Wright
06-431-3372,8875674701,6875 Green Ridge Street,Ruit
94-783-7357,9808527582,5 Goodland Plaza,Skein
56-346-8745,1646971841,585 West Way,Gathwaite
42-145-5867,3572324416,44 Grasskamp Street,Weth
43-953-9858,9499269002,9730 Moose Park,Treneman
46-081-3310,1013959027,65696 Village Center,Rappa
10-486-8601,6376190049,99504 Debra Circle,Kolczynski
51-574-5606,5382073716,616 Ryan Parkway,Popeley
76-354-2329,2280648830,74 Killdeer Drive,Pedrozzi
35-668-3741,7613692892,6 Crowley Point,Mounter
67-377-8637,2435637314,6 Stuart Center,Ivery
46-080-8283,0810052369,215 Buena Vista Parkway,Whimpenny
98-201-2943,8941609313,02 Fairview Road,Prettyjohn
52-219-9784,7793712250,17494 Dennis Trail,Burborough
72-738-5872,1060181851,47563 East Hill,Titta
39-995-2213,5932199792,1 Mariners Cove Way,Hopewell
07-103-1015,6217935813,3181 Fuller Junction,Cassin
71-207-6294,0212532375,03 Westridge Crossing,Splaven
30-278-6518,4800407516,2992 Larry Hill,Clarricoates
98-997-4563,8601518540,9 Springs Trail,Bartolozzi
70-700-8856,6542213058,7 Hoard Avenue,Markos
53-736-4635,4926335255,7426 Shelley Lane,Domenge
51-782-7458,8079217769,2213 Dixon Lane,Sowrey
13-924-6447,4997490059,6 Eagan Road,Shouler
56-674-4693,6167402302,07 Sutherland Drive,Charles
03-766-1230,5991298254,5864 Clyde Gallagher Crossing,Quincey
91-799-0721,2696570329,182 Butterfield Center,Elphinston
02-675-5932,1624191673,4 Canary Parkway,Sine
52-996-3054,4653970025,7003 6th Place,Gerish
47-782-0683,1231896191,31 Northridge Avenue,Minghella
82-955-9207,4319411552,10 Sachs Way,Kinsey
93-937-0928,8637754872,31474 Mallory Court,Silk
59-922-6392,7384195519,293 Warner Drive,O'Nolan
23-799-6930,4197624018,49 Rusk Way,Whittlesea
06-588-0024,6543262400,67867 Crownhardt Circle,Trubshaw
97-616-8031,6082429397,18 Mitchell Circle,Franc
32-332-6491,2583046373,1 Hoepker Park,McTear
04-061-8098,8624190622,0555 Tomscot Street,Vogel
96-073-1018,2564066720,118 Comanche Plaza,Capelow
86-774-2603,2770113739,845 Esker Lane,Embleton
73-689-8786,7823331667,9 Anthes Center,Leneve
18-560-5990,0576562297,9 Killdeer Way,Wedge
72-923-3908,1276800088,105 Dovetail Pass,Letherbury
81-864-9871,3447074817,21947 Haas Avenue,Gamil
76-943-8288,8043004897,901 Manufacturers Circle,Sibley
93-691-1746,7646782270,36481 Boyd Point,Timperley
53-146-7909,0181278022,1 Shasta Street,Mazdon
29-760-8743,2635326541,93 Granby Drive,Plumb
04-250-4888,5892866947,21886 Dahle Center,Ross
56-072-0930,1785887505,2 Del Mar Terrace,Brach
13-228-3970,9037263747,105 Waxwing Terrace,Strodder
78-828-2810,3873363852,70043 Manley Trail,Slisby
54-725-7256,7675008197,022 Westerfield Center,Imlacke
76-749-4498,7406845863,88508 Knutson Terrace,Bernadon
00-693-9709,3176303343,88689 Loomis Junction,Humerstone
79-388-6042,1911904574,0024 Linden Hill,Moggle
10-854-7753,4610297604,928 Scoville Pass,Stride
93-210-0453,2914300522,3 Ridgeview Road,Batterton
91-099-0114,9664345628,0 Mcbride Parkway,Zanioletti
32-824-8533,8911181625,4878 Butterfield Pass,Johnson
91-648-6216,9061987369,13265 Hermina Avenue,Bosma
10-154-5787,6495753985,43155 Prairie Rose Park,Lacaze
57-502-7484,9986968615,526 Lunder Junction,Ibeson
76-165-2893,3436848824,7 Anthes Court,Moralis
32-946-7789,1911904574,967 Sachs Way,Barrett
00-093-6266,6784739981,60 Susan Center,Heales
41-458-7436,8397899081,48333 Prairieview Street,Issitt
35-094-3302,7517783653,03 Becker Trail,Brandolini
50-805-9912,0245987355,3 Basil Point,Olyfant
64-701-6681,1888952970,35647 Melody Lane,Densie
68-122-2208,9326233634,92292 Talisman Plaza,Shiel
58-656-0851,2018390244,1508 Merrick Circle,Stickland
52-124-9024,3584594995,245 Eagle Crest Trail,McMenamie
14-559-2953,2722779447,08 Monterey Park,Christall
35-692-1029,6238610948,4852 Washington Court,Mourton
98-990-8263,9921625497,33091 Atwood Pass,Hammon
46-288-7618,9565088465,45838 Dexter Way,Trathen
53-076-2116,7675008197,15 Riverside Alley,Olennikov
71-878-4011,5627761520,8774 Superior Alley,McFeat
28-715-6184,2157885587,98 Summer Ridge Court,Rodder
21-827-9202,7169785080,8763 West Parkway,Topp
42-084-2158,1060181851,564 Emmet Place,Frisdick
50-412-8236,2664024655,482 Del Mar Center,Dockerty
21-589-4849,3221912382,4 Elmside Terrace,Quaintance
47-866-6551,8542076869,6 Forest Run Pass,Padmore
67-482-1768,9325232669,664 Hallows Place,Dunkerly
11-801-5038,0100782108,840 Independence Circle,Shire
79-344-2052,4575954373,044 Atwood Alley,Conquest
71-894-3668,9106119964,705 Doe Crossing Road,Mothersdale
26-358-4979,3658523085,91 Packers Park,Gallehawk
78-295-4883,0181278022,69868 Myrtle Hill,Macek
97-065-8633,4197624018,4 Lakewood Gardens Pass,Hedaux
55-750-5242,3338096925,4716 Lerdahl Circle,Reedie
89-739-9647,6659992669,980 Buhler Drive,Portt
70-549-9819,6909257529,9806 Hoffman Way,Aizikovitch
02-911-6550,9111193824,394 Mitchell Hill,McIntee
35-368-7832,9423359442,87 Dorton Drive,Hewins
13-898-7446,9647538758,18 Tennyson Avenue,Willas
67-645-2554,6844274092,8 5th Plaza,Hymers
40-285-3967,4846174492,82 Manitowish Alley,Kelsall
60-122-1495,7901437731,01 Clove Hill,Eixenberger
18-180-7491,4302850078,14869 Bay Trail,Sobieski
32-874-1678,7763064943,84 Manufacturers Avenue,Ropking
71-061-5939,8109007775,39279 Northview Terrace,Lynnitt
76-995-9109,2140581946,989 Sherman Street,Dilgarno
90-800-1504,7674065812,409 Lawn Court,Piddle
32-594-0834,2704248990,41896 Arapahoe Trail,Routledge
51-069-6716,8043004897,82991 Roxbury Pass,Ralfe
63-701-1178,5653063088,49 Becker Parkway,Westerman
04-702-6874,7208092419,57349 Eliot Alley,McTurlough
44-719-4853,0423483773,12 Starling Junction,Fussey
93-621-4618,3324260205,06736 Ronald Regan Circle,Gheeraert
01-277-4513,9215928545,89076 Sugar Court,Girdler
34-274-0150,7172721543,00665 Golf View Circle,Baines
10-063-3287,2152323270,4857 Pond Way,Petersen
71-946-5809,3873363852,18843 Vermont Avenue,Emmett
66-331-7074,2537261909,6022 Amoth Road,Wildin
62-440-3147,0544773551,1 Algoma Hill,Bramstom
54-420-1329,3826166183,6 Tennessee Terrace,Cejka
00-350-8810,5891242249,1 Springview Junction,Lukas
01-102-5247,0511881142,03 Cottonwood Circle,Mathieson
72-953-5096,6896066164,60396 Russell Terrace,Baggally
70-064-0543,4070772111,14 Express Place,Stickler
15-373-0763,2168442274,99 Scoville Hill,Rackley
41-823-7822,9432178331,91223 Riverside Lane,Tudbald
16-285-4945,9573406705,85 Express Hill,Davidove
64-846-3157,3012418741,18 Manley Avenue,Feeham
